global_episode,phase,episode,env_seed,agent,episode_reward,failure_mode,rho_state
863,3,63,968829821,LevoParadoxIsomer,-1.3638653475842197,overcautious,0.6000000238418579
864,3,64,2125839782,HFLevo,0.5216533205919234,neutral,nan
864,3,64,2125839782,LevoParadoxIsomer,-0.2783466794080766,neutral,0.5
865,3,65,1588322590,HFLevo,1.4909286951175467,neutral,nan
865,3,65,1588322590,LevoParadoxIsomer,1.4909286951175467,neutral,0.5
866,3,66,956367808,HFLevo,-0.13769164780464407,neutral,nan
866,3,66,956367808,LevoParadoxIsomer,1.0623083521953558,neutral,0.34999996423721313
867,3,67,2135886715,HFLevo,0.10203387100943626,neutral,nan
867,3,67,2135886715,LevoParadoxIsomer,0.10203387100943626,neutral,0.5
868,3,68,705297723,HFLevo,2.267886356355249,neutral,nan
868,3,68,705297723,LevoParadoxIsomer,-0.5321136436447511,overcautious,0.6000000238418579
869,3,69,493712258,HFLevo,-0.7200477872906951,neutral,nan
869,3,69,493712258,LevoParadoxIsomer,-0.7200477872906951,neutral,0.5
870,3,70,75420035,HFLevo,0.4007933704297794,neutral,nan
870,3,70,75420035,LevoParadoxIsomer,0.4007933704297794,neutral,0.5
871,3,71,1867815399,HFLevo,-1.475944225695721,overconfident,nan
871,3,71,1867815399,LevoParadoxIsomer,1.724055774304279,neutral,0.44999998807907104
872,3,72,509860178,HFLevo,-1.0158303213136595,neutral,nan
872,3,72,509860178,LevoParadoxIsomer,-1.0158303213136595,neutral,0.5
873,3,73,687658415,HFLevo,0.7555449868898535,neutral,nan
873,3,73,687658415,LevoParadoxIsomer,-0.044455013110146525,neutral,0.5
874,3,74,319346835,HFLevo,1.1336872360109915,neutral,nan
874,3,74,319346835,LevoParadoxIsomer,0.33368723601099154,neutral,0.5
875,3,75,985914893,HFLevo,2.047902947899302,neutral,nan
875,3,75,985914893,LevoParadoxIsomer,0.8479029478993018,neutral,0.34999996423721313
876,3,76,456914363,HFLevo,-0.5563823345326576,neutral,nan
876,3,76,456914363,LevoParadoxIsomer,-0.5563823345326576,neutral,0.5
877,3,77,1903234235,HFLevo,-0.6168972120738625,neutral,nan
877,3,77,1903234235,LevoParadoxIsomer,-0.6168972120738625,neutral,0.5
878,3,78,1104964239,HFLevo,-0.5537494140426967,neutral,nan
878,3,78,1104964239,LevoParadoxIsomer,-0.5537494140426967,neutral,0.5
879,3,79,800272976,HFLevo,1.0014376600959138,neutral,nan
879,3,79,800272976,LevoParadoxIsomer,-0.19856233990408617,neutral,0.44999998807907104
880,3,80,514077870,HFLevo,0.548889466402683,neutral,nan
880,3,80,514077870,LevoParadoxIsomer,0.548889466402683,neutral,0.5
881,3,81,2084198909,HFLevo,0.37575413134291114,neutral,nan
881,3,81,2084198909,LevoParadoxIsomer,0.37575413134291114,neutral,0.5
882,3,82,909365514,HFLevo,0.8573741369785153,neutral,nan
882,3,82,909365514,LevoParadoxIsomer,1.6573741369785153,neutral,0.5
883,3,83,1338386269,HFLevo,-2.0258053677846037,overconfident,nan
883,3,83,1338386269,LevoParadoxIsomer,1.174194632215396,neutral,0.44999998807907104
884,3,84,947429886,HFLevo,0.6408681653569512,neutral,nan
884,3,84,947429886,LevoParadoxIsomer,0.6408681653569512,neutral,0.5
885,3,85,58590834,HFLevo,0.524978671615042,neutral,nan
885,3,85,58590834,LevoParadoxIsomer,1.324978671615042,neutral,0.5
886,3,86,684669113,HFLevo,-0.03636158399340117,neutral,nan
886,3,86,684669113,LevoParadoxIsomer,0.7636384160065989,neutral,0.5
887,3,87,898917724,HFLevo,-1.2982161592441008,overcautious,nan
887,3,87,898917724,LevoParadoxIsomer,-0.49821615924410073,neutral,0.6500000357627869
888,3,88,548630351,HFLevo,0.5729339230581685,neutral,nan
888,3,88,548630351,LevoParadoxIsomer,-0.2270660769418316,neutral,0.5
889,3,89,1616758964,HFLevo,1.9765640849812711,neutral,nan
889,3,89,1616758964,LevoParadoxIsomer,0.776564084981271,neutral,0.34999996423721313
890,3,90,2082505679,HFLevo,0.10646213282367678,neutral,nan
890,3,90,2082505679,LevoParadoxIsomer,-0.6935378671763233,neutral,0.5
891,3,91,741581883,HFLevo,-0.0517050103645994,neutral,nan
891,3,91,741581883,LevoParadoxIsomer,-0.8517050103645994,neutral,0.5
892,3,92,393553070,HFLevo,-1.66724885658832,overconfident,nan
892,3,92,393553070,LevoParadoxIsomer,-1.66724885658832,overconfident,0.44999998807907104
893,3,93,890404536,HFLevo,0.11880035600180827,neutral,nan
893,3,93,890404536,LevoParadoxIsomer,0.11880035600180827,neutral,0.5
894,3,94,179225205,HFLevo,1.1151171438000786,neutral,nan
894,3,94,179225205,LevoParadoxIsomer,1.1151171438000786,neutral,0.6500000357627869
895,3,95,852483643,HFLevo,0.2428840098478961,neutral,nan
895,3,95,852483643,LevoParadoxIsomer,1.0428840098478962,neutral,0.5
896,3,96,596549345,HFLevo,0.24399029764900915,neutral,nan
896,3,96,596549345,LevoParadoxIsomer,1.0439902976490092,neutral,0.5
897,3,97,1246421089,HFLevo,1.363801434612391,neutral,nan
897,3,97,1246421089,LevoParadoxIsomer,1.363801434612391,neutral,0.3999999761581421
898,3,98,505921964,HFLevo,1.341472357060377,neutral,nan
898,3,98,505921964,LevoParadoxIsomer,1.341472357060377,neutral,0.34999996423721313
899,3,99,1670483738,HFLevo,0.36815436045097727,neutral,nan
899,3,99,1670483738,LevoParadoxIsomer,2.368154360450977,neutral,0.6500000357627869
900,3,100,598294997,HFLevo,0.5186734793084872,neutral,nan
900,3,100,598294997,LevoParadoxIsomer,0.5186734793084872,neutral,0.5
901,3,101,1370406670,HFLevo,-0.6009999531995625,overcautious,nan
901,3,101,1370406670,LevoParadoxIsomer,2.1990000468004376,neutral,0.6500000357627869
902,3,102,1690182943,HFLevo,-0.7096418067537537,neutral,nan
902,3,102,1690182943,LevoParadoxIsomer,-0.7096418067537537,neutral,0.44999998807907104
903,3,103,1763960416,HFLevo,0.9006844579184998,neutral,nan
903,3,103,1763960416,LevoParadoxIsomer,0.9006844579184998,neutral,0.5
904,3,104,1645746969,HFLevo,-1.5486128539981796,overconfident,nan
904,3,104,1645746969,LevoParadoxIsomer,1.6513871460018201,neutral,0.44999998807907104
905,3,105,820931753,HFLevo,0.962884542235,neutral,nan
905,3,105,820931753,LevoParadoxIsomer,0.962884542235,neutral,0.5
906,3,106,1937660724,HFLevo,-1.7950840687430392,overconfident,nan
906,3,106,1937660724,LevoParadoxIsomer,1.4049159312569608,neutral,0.3999999761581421
907,3,107,536112434,HFLevo,-0.6515974640687232,neutral,nan
907,3,107,536112434,LevoParadoxIsomer,0.14840253593127684,neutral,0.5
908,3,108,852564596,HFLevo,-1.217424430883582,overconfident,nan
908,3,108,852564596,LevoParadoxIsomer,-1.217424430883582,overconfident,0.34999996423721313
909,3,109,2109579034,HFLevo,0.04948327477624494,neutral,nan
909,3,109,2109579034,LevoParadoxIsomer,0.849483274776245,neutral,0.5
910,3,110,1119218651,HFLevo,-0.43896650430096007,overcautious,nan
910,3,110,1119218651,LevoParadoxIsomer,-0.43896650430096007,overcautious,0.6500000357627869
911,3,111,1171844126,HFLevo,2.62092499583073,neutral,nan
911,3,111,1171844126,LevoParadoxIsomer,2.62092499583073,neutral,0.6500000357627869
912,3,112,1066832,HFLevo,0.40745352051750494,neutral,nan
912,3,112,1066832,LevoParadoxIsomer,1.607453520517505,neutral,0.3999999761581421
913,3,113,2039855300,HFLevo,1.695118384619502,neutral,nan
913,3,113,2039855300,LevoParadoxIsomer,0.495118384619502,neutral,0.2999999523162842
914,3,114,1830413706,HFLevo,0.6645794180980706,neutral,nan
914,3,114,1830413706,LevoParadoxIsomer,0.6645794180980706,neutral,0.5
915,3,115,1536434038,HFLevo,-2.4062797861421963,overconfident,nan
915,3,115,1536434038,LevoParadoxIsomer,0.7937202138578034,neutral,0.3999999761581421
916,3,116,204181968,HFLevo,0.6050677080581792,neutral,nan
916,3,116,204181968,LevoParadoxIsomer,-0.19493229194182082,neutral,0.5
917,3,117,782074719,HFLevo,0.5091854411977584,neutral,nan
917,3,117,782074719,LevoParadoxIsomer,1.3091854411977586,neutral,0.5
918,3,118,1683677695,HFLevo,-2.133018434655278,overconfident,nan
918,3,118,1683677695,LevoParadoxIsomer,1.0669815653447223,neutral,0.44999998807907104
919,3,119,811003462,HFLevo,1.0318839391215868,neutral,nan
919,3,119,811003462,LevoParadoxIsomer,0.23188393912158678,neutral,0.5
920,3,120,1843531798,HFLevo,1.0588472647494347,neutral,nan
920,3,120,1843531798,LevoParadoxIsomer,-2.1411527352505653,overconfident,0.44999998807907104
921,3,121,244956048,HFLevo,0.13156308418899432,neutral,nan
921,3,121,244956048,LevoParadoxIsomer,-1.0684369158110056,neutral,0.3999999761581421
922,3,122,521744775,HFLevo,0.47193103591872976,neutral,nan
922,3,122,521744775,LevoParadoxIsomer,1.2719310359187297,neutral,0.5
923,3,123,137476059,HFLevo,0.7847373937495904,neutral,nan
923,3,123,137476059,LevoParadoxIsomer,2.7847373937495905,neutral,0.6500000357627869
924,3,124,1493249395,HFLevo,0.7601033690157201,neutral,nan
924,3,124,1493249395,LevoParadoxIsomer,0.7601033690157201,neutral,0.5
925,3,125,1658377656,HFLevo,0.794286174152496,neutral,nan
925,3,125,1658377656,LevoParadoxIsomer,-0.0057138258475040145,neutral,0.5
926,3,126,1598149764,HFLevo,-0.7555320294233012,overcautious,nan
926,3,126,1598149764,LevoParadoxIsomer,-0.7555320294233012,overcautious,0.6500000357627869
927,3,127,1973871594,HFLevo,-0.9718334196844586,neutral,nan
927,3,127,1973871594,LevoParadoxIsomer,-0.17183341968445853,neutral,0.5
928,3,128,1575988774,HFLevo,1.1486204800254285,neutral,nan
928,3,128,1575988774,LevoParadoxIsomer,0.34862048002542856,neutral,0.5
929,3,129,352160276,HFLevo,2.704477659368699,neutral,nan
929,3,129,352160276,LevoParadoxIsomer,0.7044776593686989,neutral,0.7000000476837158
930,3,130,1951098323,HFLevo,2.4905644877611,neutral,nan
930,3,130,1951098323,LevoParadoxIsomer,2.4905644877611,neutral,0.7000000476837158
931,3,131,496971788,HFLevo,0.12521537161674298,neutral,nan
931,3,131,496971788,LevoParadoxIsomer,0.12521537161674298,neutral,0.5
932,3,132,1527624590,HFLevo,-0.5214567208411459,neutral,nan
932,3,132,1527624590,LevoParadoxIsomer,0.27854327915885413,neutral,0.5
933,3,133,400244675,HFLevo,0.4690883568339111,neutral,nan
933,3,133,400244675,LevoParadoxIsomer,1.269088356833911,neutral,0.5
934,3,134,386029926,HFLevo,1.6115419185654172,neutral,nan
934,3,134,386029926,LevoParadoxIsomer,1.6115419185654172,neutral,0.5
935,3,135,573115058,HFLevo,-0.46511297476372343,neutral,nan
935,3,135,573115058,LevoParadoxIsomer,-0.46511297476372343,neutral,0.5
936,3,136,575530726,HFLevo,-0.4869844334164761,neutral,nan
936,3,136,575530726,LevoParadoxIsomer,-1.2869844334164762,neutral,0.5
937,3,137,1964806113,HFLevo,0.8466030235631011,neutral,nan
937,3,137,1964806113,LevoParadoxIsomer,0.8466030235631011,neutral,0.5
938,3,138,1773149752,HFLevo,1.3243703157591027,neutral,nan
938,3,138,1773149752,LevoParadoxIsomer,-0.6756296842408973,neutral,0.6000000238418579
939,3,139,1241865463,HFLevo,-0.04740295264952519,neutral,nan
939,3,139,1241865463,LevoParadoxIsomer,0.7525970473504748,neutral,0.5
940,3,140,330338515,HFLevo,1.344359524627644,neutral,nan
940,3,140,330338515,LevoParadoxIsomer,1.344359524627644,neutral,0.2999999523162842
941,3,141,761423743,HFLevo,1.498481325424641,neutral,nan
941,3,141,761423743,LevoParadoxIsomer,1.498481325424641,neutral,0.7000000476837158
942,3,142,455706626,HFLevo,0.34741717796209975,neutral,nan
942,3,142,455706626,LevoParadoxIsomer,-0.4525828220379003,neutral,0.5
943,3,143,1509528211,HFLevo,0.26559561736173787,neutral,nan
943,3,143,1509528211,LevoParadoxIsomer,0.26559561736173787,neutral,0.5
944,3,144,1356675324,HFLevo,0.16250138667109204,neutral,nan
944,3,144,1356675324,LevoParadoxIsomer,0.16250138667109204,neutral,0.3999999761581421
945,3,145,567724229,HFLevo,0.029562369865580456,neutral,nan
945,3,145,567724229,LevoParadoxIsomer,1.2295623698655804,neutral,0.3999999761581421
946,3,146,490459625,HFLevo,-0.4252469944816251,neutral,nan
946,3,146,490459625,LevoParadoxIsomer,0.3747530055183749,neutral,0.5
947,3,147,1407038082,HFLevo,-0.4074473579795859,neutral,nan
947,3,147,1407038082,LevoParadoxIsomer,-0.4074473579795859,neutral,0.5
948,3,148,247701853,HFLevo,0.8320849787931718,neutral,nan
948,3,148,247701853,LevoParadoxIsomer,1.6320849787931717,neutral,0.5
949,3,149,1656318998,HFLevo,1.3550404894059949,neutral,nan
949,3,149,1656318998,LevoParadoxIsomer,-1.844959510594005,overconfident,0.2999999523162842
950,3,150,1050418889,HFLevo,1.487598882153529,neutral,nan
950,3,150,1050418889,LevoParadoxIsomer,0.287598882153529,neutral,0.3999999761581421
951,3,151,1647828121,HFLevo,-2.585520438420843,overconfident,nan
951,3,151,1647828121,LevoParadoxIsomer,0.6144795615791568,neutral,0.24999995529651642
952,3,152,1665251223,HFLevo,-0.34010762403862854,neutral,nan
952,3,152,1665251223,LevoParadoxIsomer,0.4598923759613715,neutral,0.5
953,3,153,1158119200,HFLevo,-2.301078011092654,overconfident,nan
953,3,153,1158119200,LevoParadoxIsomer,0.8989219889073461,neutral,0.3999999761581421
954,3,154,1745086003,HFLevo,0.1934767393490589,neutral,nan
954,3,154,1745086003,LevoParadoxIsomer,0.1934767393490589,neutral,0.24999995529651642
955,3,155,1329952935,HFLevo,0.4028712963253857,neutral,nan
955,3,155,1329952935,LevoParadoxIsomer,0.4028712963253857,neutral,0.5
956,3,156,129216577,HFLevo,0.8226525683891055,neutral,nan
956,3,156,129216577,LevoParadoxIsomer,0.8226525683891055,neutral,0.5
957,3,157,264447624,HFLevo,-0.2925163838635117,neutral,nan
957,3,157,264447624,LevoParadoxIsomer,0.5074836161364884,neutral,0.5
958,3,158,1239906804,HFLevo,-0.3826083405585227,neutral,nan
958,3,158,1239906804,LevoParadoxIsomer,0.4173916594414773,neutral,0.5
959,3,159,1968251934,HFLevo,0.13882640780924027,neutral,nan
959,3,159,1968251934,LevoParadoxIsomer,0.13882640780924027,neutral,0.3999999761581421
960,3,160,1710361518,HFLevo,0.24410679553415088,neutral,nan
960,3,160,1710361518,LevoParadoxIsomer,0.24410679553415088,neutral,0.5
961,3,161,1919087800,HFLevo,1.3080289495019592,neutral,nan
961,3,161,1919087800,LevoParadoxIsomer,0.5080289495019592,neutral,0.5
962,3,162,1038210496,HFLevo,-0.795060643378411,neutral,nan
962,3,162,1038210496,LevoParadoxIsomer,-0.795060643378411,neutral,0.5
963,3,163,1786593305,HFLevo,-0.4133444185482581,neutral,nan
963,3,163,1786593305,LevoParadoxIsomer,-0.4133444185482581,neutral,0.5
964,3,164,2098346951,HFLevo,0.37264748440059975,neutral,nan
964,3,164,2098346951,LevoParadoxIsomer,1.1726474844005998,neutral,0.5
965,3,165,1526904777,HFLevo,0.24330040162795474,neutral,nan
965,3,165,1526904777,LevoParadoxIsomer,-0.5566995983720453,overcautious,0.6000000238418579
966,3,166,1540522504,HFLevo,-0.48669767260032276,neutral,nan
966,3,166,1540522504,LevoParadoxIsomer,-0.48669767260032276,neutral,0.5
967,3,167,2109348201,HFLevo,0.6798652475070099,neutral,nan
967,3,167,2109348201,LevoParadoxIsomer,0.6798652475070099,neutral,0.5
968,3,168,1132622124,HFLevo,2.1098705387834524,neutral,nan
968,3,168,1132622124,LevoParadoxIsomer,2.1098705387834524,neutral,0.7000000476837158
969,3,169,1615465936,HFLevo,0.8935436568965417,neutral,nan
969,3,169,1615465936,LevoParadoxIsomer,-0.30645634310345826,neutral,0.24999995529651642
970,3,170,364326948,HFLevo,0.2815486952393436,neutral,nan
970,3,170,364326948,LevoParadoxIsomer,1.0815486952393436,neutral,0.5
971,3,171,1220814450,HFLevo,1.6723429375012457,neutral,nan
971,3,171,1220814450,LevoParadoxIsomer,1.6723429375012457,neutral,0.5
972,3,172,731873456,HFLevo,0.612363357663838,neutral,nan
972,3,172,731873456,LevoParadoxIsomer,0.612363357663838,neutral,0.5
973,3,173,1247536227,HFLevo,-0.007119122154074176,neutral,nan
973,3,173,1247536227,LevoParadoxIsomer,-0.8071191221540742,neutral,0.5
974,3,174,1337517349,HFLevo,0.7525185820761515,neutral,nan
974,3,174,1337517349,LevoParadoxIsomer,-0.04748141792384848,neutral,0.5
975,3,175,988735470,HFLevo,-1.0294181839139849,neutral,nan
975,3,175,988735470,LevoParadoxIsomer,-0.22941818391398483,neutral,0.5
976,3,176,624782456,HFLevo,1.008964131480814,neutral,nan
976,3,176,624782456,LevoParadoxIsomer,1.008964131480814,neutral,0.5
977,3,177,1614653143,HFLevo,-0.4293029498830948,neutral,nan
977,3,177,1614653143,LevoParadoxIsomer,0.37069705011690524,neutral,0.5
978,3,178,1500038813,HFLevo,1.1161432423615547,neutral,nan
978,3,178,1500038813,LevoParadoxIsomer,1.9161432423615548,neutral,0.5
979,3,179,2130149343,HFLevo,0.15174187528289917,neutral,nan
979,3,179,2130149343,LevoParadoxIsomer,-0.6482581247171009,neutral,0.5
980,3,180,132980447,HFLevo,0.33294699050354537,neutral,nan
980,3,180,132980447,LevoParadoxIsomer,0.33294699050354537,neutral,0.7000000476837158
981,3,181,1952726781,HFLevo,-0.43433634444053304,neutral,nan
981,3,181,1952726781,LevoParadoxIsomer,0.7656636555594669,neutral,0.3999999761581421
982,3,182,555625828,HFLevo,0.7003550926274642,neutral,nan
982,3,182,555625828,LevoParadoxIsomer,-0.09964490737253578,neutral,0.5
983,3,183,498814370,HFLevo,-0.2862536747479175,neutral,nan
983,3,183,498814370,LevoParadoxIsomer,-0.2862536747479175,neutral,0.5
984,3,184,206366738,HFLevo,0.8775826217617475,neutral,nan
984,3,184,206366738,LevoParadoxIsomer,0.8775826217617475,neutral,0.5
985,3,185,400273478,HFLevo,0.5164391358978044,neutral,nan
985,3,185,400273478,LevoParadoxIsomer,0.5164391358978044,neutral,0.5
986,3,186,670771760,HFLevo,0.14429033269177619,neutral,nan
986,3,186,670771760,LevoParadoxIsomer,0.14429033269177619,neutral,0.5
987,3,187,1820812129,HFLevo,0.3935862197370715,neutral,nan
987,3,187,1820812129,LevoParadoxIsomer,1.1935862197370715,neutral,0.5
988,3,188,1243239295,HFLevo,1.672818752501536,neutral,nan
988,3,188,1243239295,LevoParadoxIsomer,1.672818752501536,neutral,0.6500000357627869
989,3,189,1980464422,HFLevo,0.2808684424586057,neutral,nan
989,3,189,1980464422,LevoParadoxIsomer,0.2808684424586057,neutral,0.5
990,3,190,1156736002,HFLevo,-0.28270551923738596,neutral,nan
990,3,190,1156736002,LevoParadoxIsomer,-0.28270551923738596,neutral,0.5
991,3,191,1697044130,HFLevo,2.482642285510529,neutral,nan
991,3,191,1697044130,LevoParadoxIsomer,2.482642285510529,neutral,0.7000000476837158
992,3,192,562498219,HFLevo,0.07891803981678115,neutral,nan
992,3,192,562498219,LevoParadoxIsomer,0.8789180398167812,neutral,0.5
993,3,193,1878178784,HFLevo,0.20228392169117065,neutral,nan
993,3,193,1878178784,LevoParadoxIsomer,0.20228392169117065,neutral,0.5
994,3,194,2065152970,HFLevo,1.3065279618298171,neutral,nan
994,3,194,2065152970,LevoParadoxIsomer,1.3065279618298171,neutral,0.5
995,3,195,775550551,HFLevo,0.7688120776761941,neutral,nan
995,3,195,775550551,LevoParadoxIsomer,-0.03118792232380599,neutral,0.5
996,3,196,1056375082,HFLevo,0.6438854104142392,neutral,nan
996,3,196,1056375082,LevoParadoxIsomer,2.643885410414239,neutral,0.7000000476837158
997,3,197,1600998019,HFLevo,0.04270551606696389,neutral,nan
997,3,197,1600998019,LevoParadoxIsomer,2.042705516066964,neutral,0.6500000357627869
998,3,198,1027113059,HFLevo,0.6819952539956415,neutral,nan
998,3,198,1027113059,LevoParadoxIsomer,0.6819952539956415,neutral,0.3999999761581421
999,3,199,609138227,HFLevo,1.2826738383017549,neutral,nan
999,3,199,609138227,LevoParadoxIsomer,1.2826738383017549,neutral,0.5
1000,3,200,122699067,HFLevo,-1.7354079980637067,overconfident,nan
1000,3,200,122699067,LevoParadoxIsomer,1.4645920019362932,neutral,0.3999999761581421
1001,3,201,365381056,HFLevo,-1.8824601067255746,overconfident,nan
1001,3,201,365381056,LevoParadoxIsomer,1.3175398932744253,neutral,0.24999995529651642
1002,3,202,1238636582,HFLevo,1.5278968205399832,neutral,nan
1002,3,202,1238636582,LevoParadoxIsomer,-1.2721031794600168,overcautious,0.6500000357627869
1003,3,203,1658289347,HFLevo,-2.3608989109395417,overconfident,nan
1003,3,203,1658289347,LevoParadoxIsomer,0.8391010890604582,neutral,0.3999999761581421
1004,3,204,1322727040,HFLevo,-0.5812129563754665,neutral,nan
1004,3,204,1322727040,LevoParadoxIsomer,-0.5812129563754665,neutral,0.5
1005,3,205,2126230739,HFLevo,0.055286863165256224,neutral,nan
1005,3,205,2126230739,LevoParadoxIsomer,0.8552868631652563,neutral,0.5
1006,3,206,289701504,HFLevo,-0.6531967872653202,neutral,nan
1006,3,206,289701504,LevoParadoxIsomer,0.1468032127346799,neutral,0.5
1007,3,207,1261784629,HFLevo,0.9842492194028492,neutral,nan
1007,3,207,1261784629,LevoParadoxIsomer,0.1842492194028491,neutral,0.5
1008,3,208,1377412115,HFLevo,0.6245206594688067,neutral,nan
1008,3,208,1377412115,LevoParadoxIsomer,0.6245206594688067,neutral,0.3999999761581421
1009,3,209,1724786786,HFLevo,1.6985310433229601,neutral,nan
1009,3,209,1724786786,LevoParadoxIsomer,0.8985310433229601,neutral,0.5
1010,3,210,89300232,HFLevo,0.6123175354440541,neutral,nan
1010,3,210,89300232,LevoParadoxIsomer,0.6123175354440541,neutral,0.5
1011,3,211,1017426355,HFLevo,0.6029986467083133,neutral,nan
1011,3,211,1017426355,LevoParadoxIsomer,1.4029986467083133,neutral,0.5
1012,3,212,1395142654,HFLevo,-1.8787116845240532,overconfident,nan
1012,3,212,1395142654,LevoParadoxIsomer,-1.8787116845240532,overconfident,0.3999999761581421
1013,3,213,939770990,HFLevo,0.3690192392322482,neutral,nan
1013,3,213,939770990,LevoParadoxIsomer,1.1690192392322483,neutral,0.5
1014,3,214,1446797165,HFLevo,-0.757077484183034,overcautious,nan
1014,3,214,1446797165,LevoParadoxIsomer,-0.757077484183034,overcautious,0.7000000476837158
1015,3,215,464152649,HFLevo,1.46230012650082,neutral,nan
1015,3,215,464152649,LevoParadoxIsomer,0.66230012650082,neutral,0.5
1016,3,216,495168830,HFLevo,-0.5687465528107714,overcautious,nan
1016,3,216,495168830,LevoParadoxIsomer,-0.5687465528107714,overcautious,0.7000000476837158
1017,3,217,1239321323,HFLevo,0.7971781308027754,neutral,nan
1017,3,217,1239321323,LevoParadoxIsomer,-0.0028218691972245677,neutral,0.5
1018,3,218,1388207032,HFLevo,0.19859386994917153,neutral,nan
1018,3,218,1388207032,LevoParadoxIsomer,0.19859386994917153,neutral,0.5
1019,3,219,1731639298,HFLevo,0.7840663648071211,neutral,nan
1019,3,219,1731639298,LevoParadoxIsomer,0.7840663648071211,neutral,0.5
1020,3,220,1605648698,HFLevo,0.5776867006145332,neutral,nan
1020,3,220,1605648698,LevoParadoxIsomer,-0.22231329938546687,neutral,0.5
1021,3,221,281650086,HFLevo,0.1894277803351234,neutral,nan
1021,3,221,281650086,LevoParadoxIsomer,0.9894277803351235,neutral,0.5
1022,3,222,931350263,HFLevo,0.18787063742710997,neutral,nan
1022,3,222,931350263,LevoParadoxIsomer,0.98787063742711,neutral,0.5
1023,3,223,691328288,HFLevo,0.0743356805063284,neutral,nan
1023,3,223,691328288,LevoParadoxIsomer,0.0743356805063284,neutral,0.5
1024,3,224,633318446,HFLevo,1.8361888649880167,neutral,nan
1024,3,224,633318446,LevoParadoxIsomer,1.8361888649880167,neutral,0.7500000596046448
1025,3,225,1081427988,HFLevo,1.333833366616795,neutral,nan
1025,3,225,1081427988,LevoParadoxIsomer,1.333833366616795,neutral,0.24999995529651642
1026,3,226,115545717,HFLevo,0.5606678873993881,neutral,nan
1026,3,226,115545717,LevoParadoxIsomer,0.5606678873993881,neutral,0.5
1027,3,227,309528326,HFLevo,1.3826570077217273,neutral,nan
1027,3,227,309528326,LevoParadoxIsomer,-1.4173429922782725,overcautious,0.7500000596046448
1028,3,228,396994132,HFLevo,0.22439107870340078,neutral,nan
1028,3,228,396994132,LevoParadoxIsomer,1.0243910787034007,neutral,0.5
1029,3,229,1235689954,HFLevo,0.266905886575473,neutral,nan
1029,3,229,1235689954,LevoParadoxIsomer,0.266905886575473,neutral,0.5
1030,3,230,992703584,HFLevo,-0.4678753364966303,neutral,nan
1030,3,230,992703584,LevoParadoxIsomer,0.3321246635033697,neutral,0.5
1031,3,231,1080333835,HFLevo,1.6931666633730826,neutral,nan
1031,3,231,1080333835,LevoParadoxIsomer,1.6931666633730826,neutral,0.34999996423721313
1032,3,232,610075266,HFLevo,0.9761494721175346,neutral,nan
1032,3,232,610075266,LevoParadoxIsomer,0.1761494721175345,neutral,0.5
1033,3,233,131753921,HFLevo,0.543341071924465,neutral,nan
1033,3,233,131753921,LevoParadoxIsomer,0.543341071924465,neutral,0.5
1034,3,234,1547145187,HFLevo,0.7070829621692463,neutral,nan
1034,3,234,1547145187,LevoParadoxIsomer,0.7070829621692463,neutral,0.5
1035,3,235,1112526292,HFLevo,1.7173411436063477,neutral,nan
1035,3,235,1112526292,LevoParadoxIsomer,1.7173411436063477,neutral,0.5
1036,3,236,1114040609,HFLevo,0.33381345159447307,neutral,nan
1036,3,236,1114040609,LevoParadoxIsomer,-0.466186548405527,neutral,0.5
1037,3,237,9016300,HFLevo,0.5729399550735099,neutral,nan
1037,3,237,9016300,LevoParadoxIsomer,-0.2270600449264901,neutral,0.5
1038,3,238,2021796480,HFLevo,1.1871455134687214,neutral,nan
1038,3,238,2021796480,LevoParadoxIsomer,0.38714551346872145,neutral,0.5
1039,3,239,1032777022,HFLevo,0.36058618224120526,neutral,nan
1039,3,239,1032777022,LevoParadoxIsomer,-1.6394138177587947,overconfident,0.3999999761581421
1040,3,240,430409080,HFLevo,1.2729195184037565,neutral,nan
1040,3,240,430409080,LevoParadoxIsomer,1.2729195184037565,neutral,0.5
1041,3,241,1399360085,HFLevo,-2.6455916936013986,overconfident,nan
1041,3,241,1399360085,LevoParadoxIsomer,0.5544083063986013,neutral,0.34999996423721313
1042,3,242,436964639,HFLevo,-0.3121085626412692,overcautious,nan
1042,3,242,436964639,LevoParadoxIsomer,2.487891437358731,neutral,0.8000000715255737
1043,3,243,1154674875,HFLevo,1.0635383620472745,neutral,nan
1043,3,243,1154674875,LevoParadoxIsomer,3.0,neutral,0.7500000596046448
1044,3,244,1018060628,HFLevo,0.13100303028788035,neutral,nan
1044,3,244,1018060628,LevoParadoxIsomer,0.9310030302878805,neutral,0.5
1045,3,245,302524943,HFLevo,0.050867633534433285,neutral,nan
1045,3,245,302524943,LevoParadoxIsomer,0.8508676335344333,neutral,0.5
1046,3,246,993587315,HFLevo,-0.5280459100926949,neutral,nan
1046,3,246,993587315,LevoParadoxIsomer,-0.5280459100926949,neutral,0.5
1047,3,247,821789357,HFLevo,-1.1047095805351332,overcautious,nan
1047,3,247,821789357,LevoParadoxIsomer,-1.1047095805351332,overcautious,0.7000000476837158
1048,3,248,2140712286,HFLevo,0.9793875256939376,neutral,nan
1048,3,248,2140712286,LevoParadoxIsomer,0.9793875256939376,neutral,0.5
1049,3,249,791580549,HFLevo,1.7520582714410322,neutral,nan
